filename,char,codepoint_hex,codepoint_dec
U+73A9.png,玩,U+73A9,29609
U+73AB.png,玫,U+73AB,29611
U+73AE.png,玮,U+73AE,29614
U+73AF.png,环,U+73AF,29615
U+73B0.png,现,U+73B0,29616
U+73B2.png,玲,U+73B2,29618
U+73B3.png,玳,U+73B3,29619
U+73B7.png,玷,U+73B7,29623
U+73BA.png,玺,U+73BA,29626
U+73BB.png,玻,U+73BB,29627
U+73C0.png,珀,U+73C0,29632
U+73C2.png,珂,U+73C2,29634
U+73C8.png,珈,U+73C8,29640
U+73C9.png,珉,U+73C9,29641
U+73CA.png,珊,U+73CA,29642
U+73CD.png,珍,U+73CD,29645
U+73CF.png,珏,U+73CF,29647
U+73D0.png,珐,U+73D0,29648
U+73D1.png,珑,U+73D1,29649
U+73D9.png,珙,U+73D9,29657
U+73DE.png,珞,U+73DE,29662
U+73E0.png,珠,U+73E0,29664
U+73E5.png,珥,U+73E5,29669
U+73E7.png,珧,U+73E7,29671
U+73E9.png,珩,U+73E9,29673
U+73ED.png,班,U+73ED,29677
U+73F2.png,珲,U+73F2,29682
U+7403.png,球,U+7403,29699
U+7405.png,琅,U+7405,29701
U+7406.png,理,U+7406,29702
U+7409.png,琉,U+7409,29705
U+740A.png,琊,U+740A,29706
U+740F.png,琏,U+740F,29711
U+7410.png,琐,U+7410,29712
U+741A.png,琚,U+741A,29722
U+741B.png,琛,U+741B,29723
U+7422.png,琢,U+7422,29730
U+7425.png,琥,U+7425,29733
U+7426.png,琦,U+7426,29734
U+7428.png,琨,U+7428,29736
U+742A.png,琪,U+742A,29738
U+742C.png,琬,U+742C,29740
U+742E.png,琮,U+742E,29742
U+7430.png,琰,U+7430,29744
U+7433.png,琳,U+7433,29747
U+7434.png,琴,U+7434,29748
U+7435.png,琵,U+7435,29749
U+7436.png,琶,U+7436,29750
U+743C.png,琼,U+743C,29756
U+7441.png,瑁,U+7441,29761
U+7455.png,瑕,U+7455,29781
U+7457.png,瑗,U+7457,29783
U+7459.png,瑙,U+7459,29785
U+745A.png,瑚,U+745A,29786
U+745B.png,瑛,U+745B,29787
U+745C.png,瑜,U+745C,29788
U+745E.png,瑞,U+745E,29790
U+745F.png,瑟,U+745F,29791
U+746D.png,瑭,U+746D,29805
U+7470.png,瑰,U+7470,29808
U+7476.png,瑶,U+7476,29814
U+7477.png,瑷,U+7477,29815
U+747E.png,瑾,U+747E,29822
U+7480.png,璀,U+7480,29824
U+7481.png,璁,U+7481,29825
U+7483.png,璃,U+7483,29827
U+7487.png,璇,U+7487,29831
U+748B.png,璋,U+748B,29835
U+748E.png,璎,U+748E,29838
U+7490.png,璐,U+7490,29840
U+749C.png,璜,U+749C,29852
U+749E.png,璞,U+749E,29854
U+74A7.png,璧,U+74A7,29863
U+74A8.png,璨,U+74A8,29864
U+74A9.png,璩,U+74A9,29865
U+74BA.png,璺,U+74BA,29882
U+74D2.png,瓒,U+74D2,29906
U+74DC.png,瓜,U+74DC,29916
U+74DE.png,瓞,U+74DE,29918
U+74E0.png,瓠,U+74E0,29920
U+74E2.png,瓢,U+74E2,29922
U+74E3.png,瓣,U+74E3,29923
U+74E4.png,瓤,U+74E4,29924
U+74E6.png,瓦,U+74E6,29926
U+74EE.png,瓮,U+74EE,29934
U+74EF.png,瓯,U+74EF,29935
U+74F4.png,瓴,U+74F4,29940
U+74F6.png,瓶,U+74F6,29942
U+74F7.png,瓷,U+74F7,29943
U+74FF.png,瓿,U+74FF,29951
U+7504.png,甄,U+7504,29956
U+750D.png,甍,U+750D,29965
U+750F.png,甏,U+750F,29967
U+7511.png,甑,U+7511,29969
U+7513.png,甓,U+7513,29971
U+7518.png,甘,U+7518,29976
U+7519.png,甙,U+7519,29977
U+751A.png,甚,U+751A,29978
U+751C.png,甜,U+751C,29980
U+751F.png,生,U+751F,29983
U+7525.png,甥,U+7525,29989
U+7528.png,用,U+7528,29992
U+7529.png,甩,U+7529,29993
U+752B.png,甫,U+752B,29995
U+752C.png,甬,U+752C,29996
U+752D.png,甭,U+752D,29997
U+752F.png,甯,U+752F,29999
U+7530.png,田,U+7530,30000
U+7531.png,由,U+7531,30001
U+7532.png,甲,U+7532,30002
U+7533.png,申,U+7533,30003
U+7535.png,电,U+7535,30005
U+7537.png,男,U+7537,30007
U+7538.png,甸,U+7538,30008
U+753A.png,町,U+753A,30010
U+753B.png,画,U+753B,30011
U+753E.png,甾,U+753E,30014
U+7540.png,畀,U+7540,30016
U+7545.png,畅,U+7545,30021
U+7548.png,畈,U+7548,30024
U+754B.png,畋,U+754B,30027
U+754C.png,界,U+754C,30028
U+754E.png,畎,U+754E,30030
U+754F.png,畏,U+754F,30031
U+7554.png,畔,U+7554,30036
U+7559.png,留,U+7559,30041
U+755A.png,畚,U+755A,30042
U+755B.png,畛,U+755B,30043
U+755C.png,畜,U+755C,30044
U+7565.png,略,U+7565,30053
U+7566.png,畦,U+7566,30054
U+756A.png,番,U+756A,30058
U+7572.png,畲,U+7572,30066
U+7574.png,畴,U+7574,30068
U+7578.png,畸,U+7578,30072
U+7579.png,畹,U+7579,30073
U+757F.png,畿,U+757F,30079
U+7583.png,疃,U+7583,30083
U+7586.png,疆,U+7586,30086
U+758B.png,疋,U+758B,30091
U+758F.png,疏,U+758F,30095
U+7591.png,疑,U+7591,30097
U+7592.png,疒,U+7592,30098
U+7594.png,疔,U+7594,30100
U+7596.png,疖,U+7596,30102
U+7597.png,疗,U+7597,30103
U+7599.png,疙,U+7599,30105
U+759A.png,疚,U+759A,30106
U+759D.png,疝,U+759D,30109
U+759F.png,疟,U+759F,30111
U+75A0.png,疠,U+75A0,30112
U+75A1.png,疡,U+75A1,30113
U+75A3.png,疣,U+75A3,30115
U+75A4.png,疤,U+75A4,30116
U+75A5.png,疥,U+75A5,30117
U+75AB.png,疫,U+75AB,30123
U+75AC.png,疬,U+75AC,30124
U+75AE.png,疮,U+75AE,30126
U+75AF.png,疯,U+75AF,30127
U+75B0.png,疰,U+75B0,30128
U+75B1.png,疱,U+75B1,30129
U+75B2.png,疲,U+75B2,30130
U+75B3.png,疳,U+75B3,30131
U+75B4.png,疴,U+75B4,30132
U+75B5.png,疵,U+75B5,30133
U+75B8.png,疸,U+75B8,30136
U+75B9.png,疹,U+75B9,30137
U+75BC.png,疼,U+75BC,30140
U+75BD.png,疽,U+75BD,30141
U+75BE.png,疾,U+75BE,30142
U+75C2.png,痂,U+75C2,30146
U+75C3.png,痃,U+75C3,30147
U+75C4.png,痄,U+75C4,30148
U+75C5.png,病,U+75C5,30149
U+75C7.png,症,U+75C7,30151
U+75C8.png,痈,U+75C8,30152
U+75C9.png,痉,U+75C9,30153
U+75CA.png,痊,U+75CA,30154
U+75CD.png,痍,U+75CD,30157
U+75D2.png,痒,U+75D2,30162
U+75D4.png,痔,U+75D4,30164
U+75D5.png,痕,U+75D5,30165
U+75D6.png,痖,U+75D6,30166
U+75D8.png,痘,U+75D8,30168
U+75DB.png,痛,U+75DB,30171
U+75DE.png,痞,U+75DE,30174
U+75E2.png,痢,U+75E2,30178
U+75E3.png,痣,U+75E3,30179
U+75E4.png,痤,U+75E4,30180
U+75E6.png,痦,U+75E6,30182
U+75E7.png,痧,U+75E7,30183
U+75E8.png,痨,U+75E8,30184
U+75EA.png,痪,U+75EA,30186
U+75EB.png,痫,U+75EB,30187
U+75F0.png,痰,U+75F0,30192
U+75F1.png,痱,U+75F1,30193
U+75F4.png,痴,U+75F4,30196
U+75F9.png,痹,U+75F9,30201
U+75FC.png,痼,U+75FC,30204
U+75FF.png,痿,U+75FF,30207
U+7600.png,瘀,U+7600,30208
U+7601.png,瘁,U+7601,30209
U+7603.png,瘃,U+7603,30211
U+7605.png,瘅,U+7605,30213
U+760A.png,瘊,U+760A,30218
U+760C.png,瘌,U+760C,30220
U+7610.png,瘐,U+7610,30224
U+7615.png,瘕,U+7615,30229
U+7617.png,瘗,U+7617,30231
U+7618.png,瘘,U+7618,30232
U+7619.png,瘙,U+7619,30233
U+761B.png,瘛,U+761B,30235
U+761F.png,瘟,U+761F,30239
U+7620.png,瘠,U+7620,30240
U+7622.png,瘢,U+7622,30242
U+7624.png,瘤,U+7624,30244
U+7625.png,瘥,U+7625,30245
U+7626.png,瘦,U+7626,30246
U+7629.png,瘩,U+7629,30249
U+762A.png,瘪,U+762A,30250
U+762B.png,瘫,U+762B,30251
U+762D.png,瘭,U+762D,30253
U+7630.png,瘰,U+7630,30256
U+7633.png,瘳,U+7633,30259
U+7634.png,瘴,U+7634,30260
U+7635.png,瘵,U+7635,30261
U+7638.png,瘸,U+7638,30264
U+763C.png,瘼,U+763C,30268
U+763E.png,瘾,U+763E,30270
U+763F.png,瘿,U+763F,30271
U+7640.png,癀,U+7640,30272
U+7643.png,癃,U+7643,30275
U+764C.png,癌,U+764C,30284
U+764D.png,癍,U+764D,30285
U+7654.png,癔,U+7654,30292
U+7656.png,癖,U+7656,30294
U+765C.png,癜,U+765C,30300
U+765E.png,癞,U+765E,30302
U+7663.png,癣,U+7663,30307
U+766B.png,癫,U+766B,30315
U+766F.png,癯,U+766F,30319
U+7678.png,癸,U+7678,30328
U+767B.png,登,U+767B,30331
U+767D.png,白,U+767D,30333
U+767E.png,百,U+767E,30334
U+7682.png,皂,U+7682,30338
U+7684.png,的,U+7684,30340
U+7686.png,皆,U+7686,30342
U+7687.png,皇,U+7687,30343
U+7688.png,皈,U+7688,30344
U+768B.png,皋,U+768B,30347
U+768E.png,皎,U+768E,30350
U+7691.png,皑,U+7691,30353
U+7693.png,皓,U+7693,30355
U+7696.png,皖,U+7696,30358
U+7699.png,皙,U+7699,30361
U+76A4.png,皤,U+76A4,30372
U+76AE.png,皮,U+76AE,30382
U+76B1.png,皱,U+76B1,30385
U+76B2.png,皲,U+76B2,30386
U+76B4.png,皴,U+76B4,30388
U+76BF.png,皿,U+76BF,30399
U+76C2.png,盂,U+76C2,30402
U+76C5.png,盅,U+76C5,30405
U+76C6.png,盆,U+76C6,30406
U+76C8.png,盈,U+76C8,30408
U+76CA.png,益,U+76CA,30410
U+76CD.png,盍,U+76CD,30413
U+76CE.png,盎,U+76CE,30414
U+76CF.png,盏,U+76CF,30415
U+76D0.png,盐,U+76D0,30416
U+76D1.png,监,U+76D1,30417
U+76D2.png,盒,U+76D2,30418
U+76D4.png,盔,U+76D4,30420
U+76D6.png,盖,U+76D6,30422
U+76D7.png,盗,U+76D7,30423
U+76D8.png,盘,U+76D8,30424
U+76DB.png,盛,U+76DB,30427
U+76DF.png,盟,U+76DF,30431
U+76E5.png,盥,U+76E5,30437
U+76EE.png,目,U+76EE,30446
U+76EF.png,盯,U+76EF,30447
U+76F1.png,盱,U+76F1,30449
U+76F2.png,盲,U+76F2,30450
U+76F4.png,直,U+76F4,30452
U+76F8.png,相,U+76F8,30456
U+76F9.png,盹,U+76F9,30457
U+76FC.png,盼,U+76FC,30460
U+76FE.png,盾,U+76FE,30462
U+7701.png,省,U+7701,30465
U+7704.png,眄,U+7704,30468
U+7707.png,眇,U+7707,30471
U+7708.png,眈,U+7708,30472
U+7709.png,眉,U+7709,30473
U+770B.png,看,U+770B,30475
U+770D.png,眍,U+770D,30477
U+7719.png,眙,U+7719,30489
U+771A.png,眚,U+771A,30490
U+771F.png,真,U+771F,30495
U+7720.png,眠,U+7720,30496
U+7722.png,眢,U+7722,30498
U+7726.png,眦,U+7726,30502
U+7728.png,眨,U+7728,30504
U+7729.png,眩,U+7729,30505
U+772D.png,眭,U+772D,30509
U+772F.png,眯,U+772F,30511
U+7735.png,眵,U+7735,30517
U+7736.png,眶,U+7736,30518
U+7737.png,眷,U+7737,30519
U+7738.png,眸,U+7738,30520
U+773A.png,眺,U+773A,30522
U+773C.png,眼,U+773C,30524
U+7740.png,着,U+7740,30528
U+7741.png,睁,U+7741,30529
U+7743.png,睃,U+7743,30531
U+7747.png,睇,U+7747,30535
U+7750.png,睐,U+7750,30544
U+7751.png,睑,U+7751,30545
U+775A.png,睚,U+775A,30554
U+775B.png,睛,U+775B,30555
U+7761.png,睡,U+7761,30561
U+7762.png,睢,U+7762,30562
U+7763.png,督,U+7763,30563
U+7765.png,睥,U+7765,30565
U+7766.png,睦,U+7766,30566
U+7768.png,睨,U+7768,30568
U+776B.png,睫,U+776B,30571
U+776C.png,睬,U+776C,30572
U+7779.png,睹,U+7779,30585
U+777D.png,睽,U+777D,30589
U+777E.png,睾,U+777E,30590
U+777F.png,睿,U+777F,30591
U+7780.png,瞀,U+7780,30592
U+7784.png,瞄,U+7784,30596
U+7785.png,瞅,U+7785,30597
U+778C.png,瞌,U+778C,30604
U+778D.png,瞍,U+778D,30605
U+778E.png,瞎,U+778E,30606
U+7791.png,瞑,U+7791,30609
U+7792.png,瞒,U+7792,30610
U+779F.png,瞟,U+779F,30623
U+77A0.png,瞠,U+77A0,30624
U+77A2.png,瞢,U+77A2,30626
U+77A5.png,瞥,U+77A5,30629
U+77A7.png,瞧,U+77A7,30631
U+77A9.png,瞩,U+77A9,30633
U+77AA.png,瞪,U+77AA,30634
U+77AC.png,瞬,U+77AC,30636
U+77B0.png,瞰,U+77B0,30640
U+77B3.png,瞳,U+77B3,30643
U+77B5.png,瞵,U+77B5,30645
U+77BB.png,瞻,U+77BB,30651
U+77BD.png,瞽,U+77BD,30653
U+77BF.png,瞿,U+77BF,30655
U+77CD.png,矍,U+77CD,30669
U+77D7.png,矗,U+77D7,30679
U+77DB.png,矛,U+77DB,30683
U+77DC.png,矜,U+77DC,30684
U+77E2.png,矢,U+77E2,30690
U+77E3.png,矣,U+77E3,30691
U+77E5.png,知,U+77E5,30693
U+77E7.png,矧,U+77E7,30695
U+77E9.png,矩,U+77E9,30697
U+77EB.png,矫,U+77EB,30699
U+77EC.png,矬,U+77EC,30700
U+77ED.png,短,U+77ED,30701
U+77EE.png,矮,U+77EE,30702
U+77F3.png,石,U+77F3,30707
U+77F6.png,矶,U+77F6,30710
U+77F8.png,矸,U+77F8,30712
U+77FD.png,矽,U+77FD,30717
U+77FE.png,矾,U+77FE,30718
U+77FF.png,矿,U+77FF,30719
U+7800.png,砀,U+7800,30720
U+7801.png,码,U+7801,30721
U+7802.png,砂,U+7802,30722
U+7809.png,砉,U+7809,30729
U+780C.png,砌,U+780C,30732
U+780D.png,砍,U+780D,30733
U+7811.png,砑,U+7811,30737
U+7812.png,砒,U+7812,30738
U+7814.png,研,U+7814,30740
U+7816.png,砖,U+7816,30742
U+7817.png,砗,U+7817,30743
U+7818.png,砘,U+7818,30744
U+781A.png,砚,U+781A,30746
U+781C.png,砜,U+781C,30748
U+781D.png,砝,U+781D,30749
U+781F.png,砟,U+781F,30751
U+7823.png,砣,U+7823,30755
U+7825.png,砥,U+7825,30757
U+7826.png,砦,U+7826,30758
U+7827.png,砧,U+7827,30759
U+7829.png,砩,U+7829,30761
U+782C.png,砬,U+782C,30764
U+782D.png,砭,U+782D,30765
U+7830.png,砰,U+7830,30768
U+7834.png,破,U+7834,30772
U+7837.png,砷,U+7837,30775
U+7838.png,砸,U+7838,30776
U+7839.png,砹,U+7839,30777
U+783A.png,砺,U+783A,30778
U+783B.png,砻,U+783B,30779
U+783C.png,砼,U+783C,30780
U+783E.png,砾,U+783E,30782
U+7840.png,础,U+7840,30784
U+7845.png,硅,U+7845,30789
U+7847.png,硇,U+7847,30791
U+784C.png,硌,U+784C,30796
U+784E.png,硎,U+784E,30798
U+7850.png,硐,U+7850,30800
U+7852.png,硒,U+7852,30802
U+7855.png,硕,U+7855,30805
U+7856.png,硖,U+7856,30806
U+7857.png,硗,U+7857,30807
U+785D.png,硝,U+785D,30813
U+786A.png,硪,U+786A,30826
U+786B.png,硫,U+786B,30827
U+786C.png,硬,U+786C,30828
U+786D.png,硭,U+786D,30829
U+786E.png,确,U+786E,30830
U+7877.png,硷,U+7877,30839
U+787C.png,硼,U+787C,30844
U+7887.png,碇,U+7887,30855
U+7889.png,碉,U+7889,30857
U+788C.png,碌,U+788C,30860
U+788D.png,碍,U+788D,30861
U+788E.png,碎,U+788E,30862
U+7891.png,碑,U+7891,30865
U+7893.png,碓,U+7893,30867
U+7897.png,碗,U+7897,30871
U+7898.png,碘,U+7898,30872
U+789A.png,碚,U+789A,30874
U+789B.png,碛,U+789B,30875
U+789C.png,碜,U+789C,30876
U+789F.png,碟,U+789F,30879
U+78A1.png,碡,U+78A1,30881
U+78A3.png,碣,U+78A3,30883
U+78A5.png,碥,U+78A5,30885
U+78A7.png,碧,U+78A7,30887
U+78B0.png,碰,U+78B0,30896
U+78B1.png,碱,U+78B1,30897
U+78B2.png,碲,U+78B2,30898
U+78B3.png,碳,U+78B3,30899
U+78B4.png,碴,U+78B4,30900
U+78B9.png,碹,U+78B9,30905
U+78BE.png,碾,U+78BE,30910
U+78C1.png,磁,U+78C1,30913
U+78C5.png,磅,U+78C5,30917
U+78C9.png,磉,U+78C9,30921
U+78CA.png,磊,U+78CA,30922
U+78CB.png,磋,U+78CB,30923
U+78D0.png,磐,U+78D0,30928
U+78D4.png,磔,U+78D4,30932
U+78D5.png,磕,U+78D5,30933
U+78D9.png,磙,U+78D9,30937
U+78E8.png,磨,U+78E8,30952
U+78EC.png,磬,U+78EC,30956
U+78F2.png,磲,U+78F2,30962
U+78F4.png,磴,U+78F4,30964
U+78F7.png,磷,U+78F7,30967
U+78FA.png,磺,U+78FA,30970
U+7901.png,礁,U+7901,30977
U+7905.png,礅,U+7905,30981
U+7913.png,礓,U+7913,30995
U+791E.png,礞,U+791E,31006
U+7924.png,礤,U+7924,31012
U+7934.png,礴,U+7934,31028
U+793A.png,示,U+793A,31034
U+793B.png,礻,U+793B,31035
U+793C.png,礼,U+793C,31036
U+793E.png,社,U+793E,31038
U+7940.png,祀,U+7940,31040
U+7941.png,祁,U+7941,31041
U+7946.png,祆,U+7946,31046
U+7948.png,祈,U+7948,31048
U+7949.png,祉,U+7949,31049
U+7953.png,祓,U+7953,31059
U+7956.png,祖,U+7956,31062
U+7957.png,祗,U+7957,31063
U+795A.png,祚,U+795A,31066
U+795B.png,祛,U+795B,31067
U+795C.png,祜,U+795C,31068
U+795D.png,祝,U+795D,31069
U+795E.png,神,U+795E,31070
U+795F.png,祟,U+795F,31071
U+7960.png,祠,U+7960,31072
U+7962.png,祢,U+7962,31074
U+7965.png,祥,U+7965,31077
U+7967.png,祧,U+7967,31079
U+7968.png,票,U+7968,31080
U+796D.png,祭,U+796D,31085
U+796F.png,祯,U+796F,31087
U+7977.png,祷,U+7977,31095
U+7978.png,祸,U+7978,31096
U+797A.png,祺,U+797A,31098
U+7980.png,禀,U+7980,31104
U+7981.png,禁,U+7981,31105
U+7984.png,禄,U+7984,31108
U+7985.png,禅,U+7985,31109
U+798A.png,禊,U+798A,31114
U+798F.png,福,U+798F,31119
U+799A.png,禚,U+799A,31130
U+79A7.png,禧,U+79A7,31143
U+79B3.png,禳,U+79B3,31155
U+79B9.png,禹,U+79B9,31161
U+79BA.png,禺,U+79BA,31162
U+79BB.png,离,U+79BB,31163
U+79BD.png,禽,U+79BD,31165
U+79BE.png,禾,U+79BE,31166
U+79C0.png,秀,U+79C0,31168
U+79C1.png,私,U+79C1,31169
U+79C3.png,秃,U+79C3,31171
U+79C6.png,秆,U+79C6,31174
U+79C9.png,秉,U+79C9,31177
U+79CB.png,秋,U+79CB,31179
U+79CD.png,种,U+79CD,31181
U+79D1.png,科,U+79D1,31185
U+79D2.png,秒,U+79D2,31186
U+79D5.png,秕,U+79D5,31189
U+79D8.png,秘,U+79D8,31192
U+79DF.png,租,U+79DF,31199
U+79E3.png,秣,U+79E3,31203
U+79E4.png,秤,U+79E4,31204
U+79E6.png,秦,U+79E6,31206
U+79E7.png,秧,U+79E7,31207
U+79E9.png,秩,U+79E9,31209
U+79EB.png,秫,U+79EB,31211
U+79ED.png,秭,U+79ED,31213
U+79EF.png,积,U+79EF,31215
U+79F0.png,称,U+79F0,31216
U+79F8.png,秸,U+79F8,31224
U+79FB.png,移,U+79FB,31227
U+79FD.png,秽,U+79FD,31229
U+7A00.png,稀,U+7A00,31232
U+7A02.png,稂,U+7A02,31234
U+7A03.png,稃,U+7A03,31235
U+7A06.png,稆,U+7A06,31238
U+7A0B.png,程,U+7A0B,31243
U+7A0D.png,稍,U+7A0D,31245
U+7A0E.png,税,U+7A0E,31246
U+7A14.png,稔,U+7A14,31252
U+7A17.png,稗,U+7A17,31255
U+7A1A.png,稚,U+7A1A,31258
U+7A1E.png,稞,U+7A1E,31262
U+7A20.png,稠,U+7A20,31264
U+7A23.png,稣,U+7A23,31267
U+7A33.png,稳,U+7A33,31283
U+7A37.png,稷,U+7A37,31287
U+7A39.png,稹,U+7A39,31289
U+7A3B.png,稻,U+7A3B,31291
U+7A3C.png,稼,U+7A3C,31292
U+7A3D.png,稽,U+7A3D,31293
U+7A3F.png,稿,U+7A3F,31295
U+7A46.png,穆,U+7A46,31302
U+7A51.png,穑,U+7A51,31313
U+7A57.png,穗,U+7A57,31319
U+7A70.png,穰,U+7A70,31344
U+7A74.png,穴,U+7A74,31348
U+7A76.png,究,U+7A76,31350
U+7A77.png,穷,U+7A77,31351
U+7A78.png,穸,U+7A78,31352
U+7A79.png,穹,U+7A79,31353
U+7A7A.png,空,U+7A7A,31354
U+7A7F.png,穿,U+7A7F,31359
U+7A80.png,窀,U+7A80,31360
U+7A81.png,突,U+7A81,31361
U+7A83.png,窃,U+7A83,31363
U+7A84.png,窄,U+7A84,31364
U+7A86.png,窆,U+7A86,31366
U+7A88.png,窈,U+7A88,31368
U+7A8D.png,窍,U+7A8D,31373
U+7A91.png,窑,U+7A91,31377
U+7A92.png,窒,U+7A92,31378
U+7A95.png,窕,U+7A95,31381
U+7A96.png,窖,U+7A96,31382
U+7A97.png,窗,U+7A97,31383
U+7A98.png,窘,U+7A98,31384
U+7A9C.png,窜,U+7A9C,31388
U+7A9D.png,窝,U+7A9D,31389
U+7A9F.png,窟,U+7A9F,31391
U+7AA0.png,窠,U+7AA0,31392
U+7AA5.png,窥,U+7AA5,31397
U+7AA6.png,窦,U+7AA6,31398
U+7AA8.png,窨,U+7AA8,31400
U+7AAC.png,窬,U+7AAC,31404
U+7AAD.png,窭,U+7AAD,31405
U+7AB3.png,窳,U+7AB3,31411
U+7ABF.png,窿,U+7ABF,31423
U+7ACB.png,立,U+7ACB,31435
U+7AD6.png,竖,U+7AD6,31446
U+7AD9.png,站,U+7AD9,31449
U+7ADE.png,竞,U+7ADE,31454
U+7ADF.png,竟,U+7ADF,31455
U+7AE0.png,章,U+7AE0,31456
U+7AE3.png,竣,U+7AE3,31459
U+7AE5.png,童,U+7AE5,31461
U+7AE6.png,竦,U+7AE6,31462
U+7AED.png,竭,U+7AED,31469
U+7AEF.png,端,U+7AEF,31471
U+7AF9.png,竹,U+7AF9,31481
U+7AFA.png,竺,U+7AFA,31482
U+7AFD.png,竽,U+7AFD,31485
U+7AFF.png,竿,U+7AFF,31487
U+7B03.png,笃,U+7B03,31491
U+7B04.png,笄,U+7B04,31492
U+7B06.png,笆,U+7B06,31494
U+7B08.png,笈,U+7B08,31496
U+7B0A.png,笊,U+7B0A,31498
U+7B0B.png,笋,U+7B0B,31499
U+7B0F.png,笏,U+7B0F,31503
U+7B11.png,笑,U+7B11,31505
U+7B14.png,笔,U+7B14,31508
U+7B15.png,笕,U+7B15,31509
U+7B19.png,笙,U+7B19,31513
U+7B1B.png,笛,U+7B1B,31515
U+7B1E.png,笞,U+7B1E,31518
U+7B20.png,笠,U+7B20,31520
U+7B24.png,笤,U+7B24,31524
U+7B25.png,笥,U+7B25,31525
U+7B26.png,符,U+7B26,31526
U+7B28.png,笨,U+7B28,31528
U+7B2A.png,笪,U+7B2A,31530
U+7B2B.png,笫,U+7B2B,31531
U+7B2C.png,第,U+7B2C,31532
U+7B2E.png,笮,U+7B2E,31534
U+7B31.png,笱,U+7B31,31537
U+7B33.png,笳,U+7B33,31539
U+7B38.png,笸,U+7B38,31544
U+7B3A.png,笺,U+7B3A,31546
U+7B3C.png,笼,U+7B3C,31548
U+7B3E.png,笾,U+7B3E,31550
U+7B45.png,筅,U+7B45,31557
U+7B47.png,筇,U+7B47,31559
U+7B49.png,等,U+7B49,31561
U+7B4B.png,筋,U+7B4B,31563
U+7B4C.png,筌,U+7B4C,31564
U+7B4F.png,筏,U+7B4F,31567
U+7B50.png,筐,U+7B50,31568
U+7B51.png,筑,U+7B51,31569
U+7B52.png,筒,U+7B52,31570
U+7B54.png,答,U+7B54,31572
U+7B56.png,策,U+7B56,31574
U+7B58.png,筘,U+7B58,31576
U+7B5A.png,筚,U+7B5A,31578
U+7B5B.png,筛,U+7B5B,31579
U+7B5D.png,筝,U+7B5D,31581
U+7B60.png,筠,U+7B60,31584
U+7B62.png,筢,U+7B62,31586
U+7B6E.png,筮,U+7B6E,31598
U+7B71.png,筱,U+7B71,31601
U+7B72.png,筲,U+7B72,31602
U+7B75.png,筵,U+7B75,31605
U+7B77.png,筷,U+7B77,31607
U+7B79.png,筹,U+7B79,31609
U+7B7B.png,筻,U+7B7B,31611
U+7B7E.png,签,U+7B7E,31614
U+7B80.png,简,U+7B80,31616
U+7B85.png,箅,U+7B85,31621
U+7B8D.png,箍,U+7B8D,31629
U+7B90.png,箐,U+7B90,31632
U+7B94.png,箔,U+7B94,31636
U+7B95.png,箕,U+7B95,31637
U+7B97.png,算,U+7B97,31639
U+7B9C.png,箜,U+7B9C,31644
U+7B9D.png,箝,U+7B9D,31645
U+7BA1.png,管,U+7BA1,31649
U+7BA2.png,箢,U+7BA2,31650
U+7BA6.png,箦,U+7BA6,31654
U+7BA7.png,箧,U+7BA7,31655
U+7BA8.png,箨,U+7BA8,31656
U+7BA9.png,箩,U+7BA9,31657
U+7BAA.png,箪,U+7BAA,31658
U+7BAB.png,箫,U+7BAB,31659
U+7BAC.png,箬,U+7BAC,31660
U+7BAD.png,箭,U+7BAD,31661
U+7BB1.png,箱,U+7BB1,31665
U+7BB4.png,箴,U+7BB4,31668
U+7BB8.png,箸,U+7BB8,31672
U+7BC1.png,篁,U+7BC1,31681
U+7BC6.png,篆,U+7BC6,31686
U+7BC7.png,篇,U+7BC7,31687
U+7BCC.png,篌,U+7BCC,31692
U+7BD1.png,篑,U+7BD1,31697
U+7BD3.png,篓,U+7BD3,31699
U+7BD9.png,篙,U+7BD9,31705
U+7BDA.png,篚,U+7BDA,31706
U+7BDD.png,篝,U+7BDD,31709
U+7BE1.png,篡,U+7BE1,31713
U+7BE5.png,篥,U+7BE5,31717
U+7BE6.png,篦,U+7BE6,31718
U+7BEA.png,篪,U+7BEA,31722
U+7BEE.png,篮,U+7BEE,31726
U+7BF1.png,篱,U+7BF1,31729
U+7BF7.png,篷,U+7BF7,31735
U+7BFC.png,篼,U+7BFC,31740
U+7BFE.png,篾,U+7BFE,31742
U+7C07.png,簇,U+7C07,31751
U+7C0B.png,簋,U+7C0B,31755
U+7C0C.png,簌,U+7C0C,31756
U+7C0F.png,簏,U+7C0F,31759
U+7C16.png,簖,U+7C16,31766
U+7C1F.png,簟,U+7C1F,31775
U+7C26.png,簦,U+7C26,31782
U+7C27.png,簧,U+7C27,31783
U+7C2A.png,簪,U+7C2A,31786
U+7C38.png,簸,U+7C38,31800
U+7C3F.png,簿,U+7C3F,31807
U+7C40.png,籀,U+7C40,31808
U+7C41.png,籁,U+7C41,31809
U+7C4D.png,籍,U+7C4D,31821
U+7C73.png,米,U+7C73,31859
U+7C74.png,籴,U+7C74,31860
U+7C7B.png,类,U+7C7B,31867
U+7C7C.png,籼,U+7C7C,31868
U+7C7D.png,籽,U+7C7D,31869
U+7C89.png,粉,U+7C89,31881
U+7C91.png,粑,U+7C91,31889
U+7C92.png,粒,U+7C92,31890
U+7C95.png,粕,U+7C95,31893
